CAMPUS,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION,REGNNAME
"184904041","MILLSAP MIDDLE","N","N","PARKER","184","MILLSAP ISD","184904","06 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184904101","MILLSAP EL","N","N","PARKER","184","MILLSAP ISD","184904","PK - 05","E"," "," ","11","REGION 11: FORT WORTH"
"184907001","ALEDO H S","N","N","PARKER","184","ALEDO ISD","184907","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"184907009","DON R DANIEL NINTH GRADE CAMPUS","N","N","PARKER","184","ALEDO ISD","184907","09 - 09","S"," "," ","11","REGION 11: FORT WORTH"
"184907041","ALEDO MIDDLE","N","N","PARKER","184","ALEDO ISD","184907","07 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184907101","VANDAGRIFF EL","N","N","PARKER","184","ALEDO ISD","184907","KG - 04","E"," "," ","11","REGION 11: FORT WORTH"
"184907102","CODER EL","N","N","PARKER","184","ALEDO ISD","184907","EE - 04","E"," "," ","11","REGION 11: FORT WORTH"
"184907103","STUARD EL","N","N","PARKER","184","ALEDO ISD","184907","KG - 04","E"," "," ","11","REGION 11: FORT WORTH"
"184907104","MCCALL EL","N","N","PARKER","184","ALEDO ISD","184907","KG - 04","E"," "," ","11","REGION 11: FORT WORTH"
"184907110","MCANALLY INT","N","N","PARKER","184","ALEDO ISD","184907","05 - 06","M"," "," ","11","REGION 11: FORT WORTH"
"184908001","PEASTER H S","N","N","PARKER","184","PEASTER ISD","184908","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"184908041","PEASTER MIDDLE","N","N","PARKER","184","PEASTER ISD","184908","07 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184908101","PEASTER EL","N","N","PARKER","184","PEASTER ISD","184908","EE - 06","E"," "," ","11","REGION 11: FORT WORTH"
"184909001","BROCK H S","N","N","PARKER","184","BROCK ISD","184909","09 - 12","S"," "," ","11","REGION 11: FORT WORTH"
"184909041","BROCK J H","N","N","PARKER","184","BROCK ISD","184909","06 - 08","M"," "," ","11","REGION 11: FORT WORTH"
"184909101","BROCK EL","N","N","PARKER","184","BROCK ISD","184909","EE - 05","E"," "," ","11","REGION 11: FORT WORTH"
"184911101","GARNER EL","N","N","PARKER","184","GARNER ISD","184911","PK - 08","E"," "," ","11","REGION 11: FORT WORTH"
"185901001","BOVINA H S","N","N","PARMER","185","BOVINA ISD","185901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"185901041","BOVINA MIDDLE","N","N","PARMER","185","BOVINA ISD","185901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"185901101","BOVINA EL","N","N","PARMER","185","BOVINA ISD","185901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"185902001","FARWELL H S","N","N","PARMER","185","FARWELL ISD","185902","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"185902041","FARWELL J H","N","N","PARMER","185","FARWELL ISD","185902","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"185902101","FARWELL EL","N","N","PARMER","185","FARWELL ISD","185902","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"185903001","FRIONA H S","N","N","PARMER","185","FRIONA ISD","185903","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"185903041","FRIONA J H","N","N","PARMER","185","FRIONA ISD","185903","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"185903101","FRIONA EL","N","N","PARMER","185","FRIONA ISD","185903","02 - 05","E"," "," ","16","REGION 16: AMARILLO"
"185903102","FRIONA PRI","N","N","PARMER","185","FRIONA ISD","185903","EE - 01","E","185903101","FRIONA EL","16","REGION 16: AMARILLO"
"185904001","LAZBUDDIE SCHOOL","N","N","PARMER","185","LAZBUDDIE ISD","185904","PK - 12","B"," "," ","16","REGION 16: AMARILLO"
"186901001","BUENA VISTA SCHOOL","N","N","PECOS","186","BUENA VISTA ISD","186901","PK - 12","B"," "," ","18","REGION 18: MIDLAND"
"186902001","FORT STOCKTON H S","N","N","PECOS","186","FORT STOCKTON ISD","186902","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"186902041","FORT STOCKTON MIDDLE","N","N","PECOS","186","FORT STOCKTON ISD","186902","06 - 08","M"," "," ","18","REGION 18: MIDLAND"
"186902101","INT","N","N","PECOS","186","FORT STOCKTON ISD","186902","04 - 05","E"," "," ","18","REGION 18: MIDLAND"
"186902102","ALAMO EL","N","N","PECOS","186","FORT STOCKTON ISD","186902","EE - 03","E"," "," ","18","REGION 18: MIDLAND"
"186902104","APACHE EL","N","N","PECOS","186","FORT STOCKTON ISD","186902","KG - 03","E"," "," ","18","REGION 18: MIDLAND"
"186903001","IRAAN H S","N","N","PECOS","186","IRAAN-SHEFFIELD ISD","186903","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"186903002","CHALLENGE H S SHEFFIELD","Y","N","PECOS","186","IRAAN-SHEFFIELD ISD","186903","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"186903041","IRAAN J H","N","N","PECOS","186","IRAAN-SHEFFIELD ISD","186903","06 - 08","M"," "," ","18","REGION 18: MIDLAND"
"186903101","IRAAN EL","N","N","PECOS","186","IRAAN-SHEFFIELD ISD","186903","PK - 05","E"," "," ","18","REGION 18: MIDLAND"
"187901001","BIG SANDY SCHOOL","N","N","POLK","187","BIG SANDY ISD","187901","PK - 12","B"," "," ","06","REGION 06: HUNTSVILLE"
"187903001","GOODRICH H S","N","N","POLK","187","GOODRICH ISD","187903","09 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"187903041","GOODRICH MIDDLE","N","N","POLK","187","GOODRICH ISD","187903","06 - 08","M"," "," ","06","REGION 06: HUNTSVILLE"
"187903101","GOODRICH EL","N","N","POLK","187","GOODRICH ISD","187903","PK - 05","E"," "," ","06","REGION 06: HUNTSVILLE"
"187904001","CORRIGAN-CAMDEN H S","N","N","POLK","187","CORRIGAN-CAMDEN ISD","187904","09 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"187904041","CORRIGAN-CAMDEN J H","N","N","POLK","187","CORRIGAN-CAMDEN ISD","187904","06 - 08","M"," "," ","06","REGION 06: HUNTSVILLE"
"187904103","CORRIGAN-CAMDEN EL","N","N","POLK","187","CORRIGAN-CAMDEN ISD","187904","03 - 05","E"," "," ","06","REGION 06: HUNTSVILLE"
"187904104","CORRIGAN-CAMDEN PRI","N","N","POLK","187","CORRIGAN-CAMDEN ISD","187904","EE - 02","E","187904103","CORRIGAN-CAMDEN EL","06","REGION 06: HUNTSVILLE"
"187906001","LEGGETT H S","N","N","POLK","187","LEGGETT ISD","187906","07 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"187906101","LEGGETT EL","N","N","POLK","187","LEGGETT ISD","187906","PK - 06","E"," "," ","06","REGION 06: HUNTSVILLE"
"187907002","LIVINGSTON H S","N","N","POLK","187","LIVINGSTON ISD","187907","09 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"187907004","LIVINGSTON H S ACADEMY","Y","N","POLK","187","LIVINGSTON ISD","187907","09 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"187907041","LIVINGSTON J H","N","N","POLK","187","LIVINGSTON ISD","187907","06 - 08","M"," "," ","06","REGION 06: HUNTSVILLE"
"187907101","LIVINGSTON INT","N","N","POLK","187","LIVINGSTON ISD","187907","04 - 05","E"," "," ","06","REGION 06: HUNTSVILLE"
"187907102","TIMBER CREEK EL","N","N","POLK","187","LIVINGSTON ISD","187907","PK - 03","E"," "," ","06","REGION 06: HUNTSVILLE"
"187907103","PINE RIDGE EL","N","N","POLK","187","LIVINGSTON ISD","187907","EE - 03","E"," "," ","06","REGION 06: HUNTSVILLE"
"187907104","CEDAR GROVE EL","N","N","POLK","187","LIVINGSTON ISD","187907","EE - 02","E","187907101","LIVINGSTON INT","06","REGION 06: HUNTSVILLE"
"187910001","ONALASKA JR/SR HIGH","N","N","POLK","187","ONALASKA ISD","187910","07 - 12","S"," "," ","06","REGION 06: HUNTSVILLE"
"187910101","ONALASKA ELEMENTARY","N","N","POLK","187","ONALASKA ISD","187910","EE - 06","E"," "," ","06","REGION 06: HUNTSVILLE"
"188901001","AMARILLO H S","N","N","POTTER","188","AMARILLO ISD","188901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188901002","CAPROCK H S","N","N","POTTER","188","AMARILLO ISD","188901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188901003","AMARILLO AREA CTR FOR ADVANCED LRN","N","N","POTTER","188","AMARILLO ISD","188901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188901004","PALO DURO H S","N","N","POTTER","188","AMARILLO ISD","188901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188901005","TASCOSA H S","N","N","POTTER","188","AMARILLO ISD","188901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188901041","AUSTIN MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901042","BOWIE MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901043","CROCKETT MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901044","FANNIN MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901045","HOUSTON MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901046","MANN MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901047","TRAVIS MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901048","BONHAM MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901049","LORENZO DE ZAVALA MIDDLE","N","N","POTTER","188","AMARILLO ISD","188901","05 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188901050","JOHNNY N ALLEN-6TH GRADE CAMPUS","N","N","POTTER","188","AMARILLO ISD","188901","06 - 06","M"," "," ","16","REGION 16: AMARILLO"
"188901052","BOWIE 6TH GRADE CAMPUS","N","N","POTTER","188","AMARILLO ISD","188901","06 - 06","M"," "," ","16","REGION 16: AMARILLO"
"188901053","TRAVIS 6TH GRADE CAMPUS","N","N","POTTER","188","AMARILLO ISD","188901","06 - 06","M"," "," ","16","REGION 16: AMARILLO"
"188901101","AVONDALE EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901102","BELMAR EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901103","BIVINS EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901104","CORONADO EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901105","EASTRIDGE EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901106","EMERSON EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901107","FOREST HILL EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901108","GLENWOOD EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901109","HAMLET EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901110","CARVER EARLY CHILDHOOD ACADEMY","N","N","POTTER","188","AMARILLO ISD","188901","EE - 01","E","188901170","CARVER EL ACADEMY","16","REGION 16: AMARILLO"
"188901111","HUMPHREY'S HIGHLAND EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901112","LAMAR EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901113","LANDERGIN EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901114","LAWNDALE EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901115","LEE EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901119","OAK DALE EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901120","OLSEN PARK EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901121","PARAMOUNT TERRACE EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901122","PLEASANT VALLEY EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901123","RIDGECREST EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901124","ROGERS EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901125","SANBORN EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901126","SAN JACINTO EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901127","SOUTH GEORGIA EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901128","SOUTH LAWN EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901130","SUNRISE EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901131","WESTERN PLATEAU EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901132","WHITTIER EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901133","WILLS EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901134","MESA VERDE EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901135","WOLFLIN EL","N","N","POTTER","188","AMARILLO ISD","188901","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901138","NORTH HEIGHTS ALTER","Y","N","POTTER","188","AMARILLO ISD","188901","08 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188901139","PUCKETT EL","N","N","POTTER","188","AMARILLO ISD","188901","KG - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901140","SLEEPY HOLLOW EL","N","N","POTTER","188","AMARILLO ISD","188901","KG - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901141","WINDSOR EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901142","WOODLANDS EL","N","N","POTTER","188","AMARILLO ISD","188901","KG - 04","E"," "," ","16","REGION 16: AMARILLO"
"188901143","TRADEWIND EL","N","N","POTTER","188","AMARILLO ISD","188901","EE - 05","E"," "," ","16","REGION 16: AMARILLO"
"188901170","CARVER EL ACADEMY","N","N","POTTER","188","AMARILLO ISD","188901","02 - 05","E"," "," ","16","REGION 16: AMARILLO"
"188902001","RIVER ROAD H S","N","N","POTTER","188","RIVER ROAD ISD","188902","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188902101","ROLLING HILLS EL","N","N","POTTER","188","RIVER ROAD ISD","188902","EE - 04","E"," "," ","16","REGION 16: AMARILLO"
"188902102","RIVER ROAD MIDDLE","N","N","POTTER","188","RIVER ROAD ISD","188902","07 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188902103","WILLOW VISTA INT","N","N","POTTER","188","RIVER ROAD ISD","188902","05 - 06","M"," "," ","16","REGION 16: AMARILLO"
"188903001","HIGHLAND PARK H S","N","N","POTTER","188","HIGHLAND PARK ISD","188903","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188903041","HIGHLAND PARK MIDDLE","N","N","POTTER","188","HIGHLAND PARK ISD","188903","06 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188903101","HIGHLAND PARK EL","N","N","POTTER","188","HIGHLAND PARK ISD","188903","PK - 05","E"," "," ","16","REGION 16: AMARILLO"
"188904001","BUSHLAND H S","N","N","POTTER","188","BUSHLAND ISD","188904","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"188904041","BUSHLAND MIDDLE","N","N","POTTER","188","BUSHLAND ISD","188904","05 - 08","M"," "," ","16","REGION 16: AMARILLO"
"188904101","BUSHLAND EL","N","N","POTTER","188","BUSHLAND ISD","188904","EE - 04","E"," "," ","16","REGION 16: AMARILLO"
"189901001","MARFA SCHOOLS","N","N","PRESIDIO","189","MARFA ISD","189901","PK - 12","B"," "," ","18","REGION 18: MIDLAND"
"189902001","PRESIDIO H S","N","N","PRESIDIO","189","PRESIDIO ISD","189902","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"189902041","LUCY REDE FRANCO MIDDLE","N","N","PRESIDIO","189","PRESIDIO ISD","189902","06 - 08","M"," "," ","18","REGION 18: MIDLAND"
"189902101","PRESIDIO EL","N","N","PRESIDIO","189","PRESIDIO ISD","189902","EE - 05","E"," "," ","18","REGION 18: MIDLAND"
"190903001","RAINS H S","N","N","RAINS","190","RAINS ISD","190903","09 - 12","S"," "," ","07","REGION 07: KILGORE"
"190903041","RAINS J H","N","N","RAINS","190","RAINS ISD","190903","06 - 08","M"," "," ","07","REGION 07: KILGORE"
"190903051","RAINS INT","N","N","RAINS","190","RAINS ISD","190903","03 - 05","E"," "," ","07","REGION 07: KILGORE"
"190903101","RAINS EL","N","N","RAINS","190","RAINS ISD","190903","EE - 02","E","190903051","RAINS INT","07","REGION 07: KILGORE"
"191901001","CANYON H S","N","N","RANDALL","191","CANYON ISD","191901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"191901002","RANDALL H S","N","N","RANDALL","191","CANYON ISD","191901","09 - 12","S"," "," ","16","REGION 16: AMARILLO"
"191901003","YOUTH CTR OF HIGH PLAINS","Y","N","RANDALL","191","CANYON ISD","191901","05 - 12","B"," "," ","16","REGION 16: AMARILLO"
"191901004","MIDWAY ALTERNATIVE H S","Y","N","RANDALL","191","CANYON ISD","191901","11 - 12","S"," "," ","16","REGION 16: AMARILLO"
"191901041","CANYON J H","N","N","RANDALL","191","CANYON ISD","191901","07 - 08","M"," "," ","16","REGION 16: AMARILLO"
"191901043","WESTOVER PARK JR HIGH","N","N","RANDALL","191","CANYON ISD","191901","07 - 08","M"," "," ","16","REGION 16: AMARILLO"
"191901101","GENE HOWE EL","N","N","RANDALL","191","CANYON ISD","191901","KG - 04","E"," "," ","16","REGION 16: AMARILLO"
"191901104","SUNDOWN LANE EL","N","N","RANDALL","191","CANYON ISD","191901","EE - 04","E"," "," ","16","REGION 16: AMARILLO"
"191901105","LAKEVIEW EL","N","N","RANDALL","191","CANYON ISD","191901","EE - 04","E"," "," ","16","REGION 16: AMARILLO"
"191901106","ARDEN ROAD EL","N","N","RANDALL","191","CANYON ISD","191901","KG - 04","E"," "," ","16","REGION 16: AMARILLO"
"191901107","CRESTVIEW EL","N","N","RANDALL","191","CANYON ISD","191901","KG - 04","E"," "," ","16","REGION 16: AMARILLO"
"191901108","REEVES-HINGER EL","N","N","RANDALL","191","CANYON ISD","191901","EE - 04","E"," "," ","16","REGION 16: AMARILLO"
"191901110","GREENWAYS INT","N","N","RANDALL","191","CANYON ISD","191901","05 - 06","M"," "," ","16","REGION 16: AMARILLO"
"191901111","CANYON INT","N","N","RANDALL","191","CANYON ISD","191901","05 - 06","M"," "," ","16","REGION 16: AMARILLO"
"191901112","CITY VIEW EL","N","N","RANDALL","191","CANYON ISD","191901","KG - 04","E"," "," ","16","REGION 16: AMARILLO"
"191901113","HILLSIDE EL","N","N","RANDALL","191","CANYON ISD","191901","KG - 04","E"," "," ","16","REGION 16: AMARILLO"
"192901001","REAGAN COUNTY H S","N","N","REAGAN","192","REAGAN COUNTY ISD","192901","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"192901041","REAGAN COUNTY MIDDLE","N","N","REAGAN","192","REAGAN COUNTY ISD","192901","06 - 08","M"," "," ","18","REGION 18: MIDLAND"
"192901101","REAGAN COUNTY EL","N","N","REAGAN","192","REAGAN COUNTY ISD","192901","PK - 05","E"," "," ","18","REGION 18: MIDLAND"
"193801001","BIG SPRINGS CHARTER SCHOOL","Y","Y","REAL","193","BIG SPRINGS CHARTER SCHOOL","193801","KG - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"193801101","HILL COUNTRY YOUTH RANCH","Y","Y","REAL","193","BIG SPRINGS CHARTER SCHOOL","193801","KG - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"193902001","LEAKEY SCHOOL","N","N","REAL","193","LEAKEY ISD","193902","EE - 12","B"," "," ","20","REGION 20: SAN ANTONIO"
"194902001","AVERY H S","N","N","RED RIVER","194","AVERY ISD","194902","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"194902041","AVERY MIDDLE","N","N","RED RIVER","194","AVERY ISD","194902","05 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"194902101","AVERY EL","N","N","RED RIVER","194","AVERY ISD","194902","PK - 04","E"," "," ","08","REGION 08: MT PLEASANT"
"194903001","RIVERCREST H S","N","N","RED RIVER","194","RIVERCREST ISD","194903","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"194903102","RIVERCREST J H","N","N","RED RIVER","194","RIVERCREST ISD","194903","06 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"194903103","RIVERCREST EL","N","N","RED RIVER","194","RIVERCREST ISD","194903","EE - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"194904002","CLARKSVILLE MIDDLE AND H S","N","N","RED RIVER","194","CLARKSVILLE ISD","194904","06 - 12","B"," "," ","08","REGION 08: MT PLEASANT"
"194904103","CHEATHAM EL","N","N","RED RIVER","194","CLARKSVILLE ISD","194904","PK - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"194905001","DETROIT H S","N","N","RED RIVER","194","DETROIT ISD","194905","09 - 12","S"," "," ","08","REGION 08: MT PLEASANT"
"194905041","DETROIT J H","N","N","RED RIVER","194","DETROIT ISD","194905","06 - 08","M"," "," ","08","REGION 08: MT PLEASANT"
"194905101","DETROIT EL","N","N","RED RIVER","194","DETROIT ISD","194905","PK - 05","E"," "," ","08","REGION 08: MT PLEASANT"
"195901001","PECOS H S","N","N","REEVES","195","PECOS-BARSTOW-TOYAH ISD","195901","09 - 12","S"," "," ","18","REGION 18: MIDLAND"
"195901042","CROCKETT MIDDLE","N","N","REEVES","195","PECOS-BARSTOW-TOYAH ISD","195901","06 - 08","M"," "," ","18","REGION 18: MIDLAND"
"195901101","PECOS KIND","N","N","REEVES","195","PECOS-BARSTOW-TOYAH ISD","195901","EE - KG","E","195901106","AUSTIN EL","18","REGION 18: MIDLAND"
