DISTNAME,CAMPNAME,CAMPUS,CLASS
SAN BENITO CONS ISD,LA ENCANTADA EL,31912112,Elementary
SAN BENITO CONS ISD,LA PALOMA EL,31912114,Elementary
SAN BENITO CONS ISD,LANDRUM EL,31912106,Elementary
SAN BENITO CONS ISD,MILLER JORDAN MIDDLE,31912042,Middle
SAN BENITO CONS ISD,RANGERVILLE EL,31912108,Elementary
SAN BENITO CONS ISD,ROBERTS EL,31912109,Elementary
SAN BENITO CONS ISD,SAN BENITO H S,31912001,Secondary
SAN BENITO CONS ISD,SULLIVAN EL,31912110,Elementary
SAN DIEGO ISD,BERNARDA JAIME J H,66902041,Middle
SAN DIEGO ISD,COLLINS PRI,66902101,Elementary
SAN DIEGO ISD,PARR EL,66902102,Elementary
SAN DIEGO ISD,SAN DIEGO H S,66902001,Secondary
SAN ELIZARIO ISD,JOSEFA L SAMBRANO EL,71904103,Elementary
SAN ELIZARIO ISD,SAN ELIZARIO ALTER CTR,71904002,Secondary
SAN ELIZARIO ISD,SAN ELIZARIO H S,71904001,Secondary
SAN ELIZARIO ISD,SAN ELIZARIO INT,71904101,Elementary
SAN ELIZARIO ISD,SAN ELIZARIO MIDDLE,71904041,Middle
SAN ELIZARIO ISD,SAN ELIZARIO PRI,71904102,Elementary
SAN FELIPE-DEL RIO CONS ISD,AUSTIN EL,233901101,Elementary
SAN FELIPE-DEL RIO CONS ISD,BUENA VISTA EL,233901110,Elementary
SAN FELIPE-DEL RIO CONS ISD,CHAVIRA EL,233901111,Elementary
SAN FELIPE-DEL RIO CONS ISD,DEL RIO H S,233901001,Secondary
SAN FELIPE-DEL RIO CONS ISD,DEL RIO MIDDLE,233901041,Middle
SAN FELIPE-DEL RIO CONS ISD,DEL RIO 9TH GRADE,233901002,Secondary
SAN FELIPE-DEL RIO CONS ISD,EAST SIDE EL,233901105,Elementary
SAN FELIPE-DEL RIO CONS ISD,FERMIN CALDERON EL,233901112,Both Elem/Sec
SAN FELIPE-DEL RIO CONS ISD,GARFIELD EL,233901102,Elementary
SAN FELIPE-DEL RIO CONS ISD,LAMAR EL,233901106,Elementary
SAN FELIPE-DEL RIO CONS ISD,MEMORIAL MIDDLE,233901104,Elementary
SAN FELIPE-DEL RIO CONS ISD,NORTH HEIGHTS EL,233901103,Elementary
SAN FELIPE-DEL RIO CONS ISD,SAM HOUSTON KIND,233901107,Elementary
SAN FELIPE-DEL RIO CONS ISD,SAN FELIPE MIDDLE,233901042,Middle
SAN FELIPE-DEL RIO CONS ISD,TRAVIS EL,233901108,Elementary
SAN ISIDRO ISD,SAN ISIDRO SCHOOL,214902001,Both Elem/Sec
SAN MARCOS CONS ISD,BONHAM PK,105902104,Elementary
SAN MARCOS CONS ISD,BOWIE EL,105902101,Elementary
SAN MARCOS CONS ISD,CROCKETT EL,105902102,Elementary
SAN MARCOS CONS ISD,DEZAVALA EL,105902103,Elementary
SAN MARCOS CONS ISD,GOODNIGHT J H,105902041,Middle
SAN MARCOS CONS ISD,HERNANDEZ INT,105902107,Middle
SAN MARCOS CONS ISD,MILLER J H,105902043,Middle
SAN MARCOS CONS ISD,PRIDE CTR,105902002,Secondary
SAN MARCOS CONS ISD,SAN MARCOS H S,105902001,Secondary
SAN MARCOS CONS ISD,TRAVIS EL,105902105,Elementary
SAN PERLITA ISD,SAN PERLITA SCHOOL,245904001,Both Elem/Sec
SAN SABA ISD,ALTER SCHOOL,206901002,Secondary
SAN SABA ISD,SAN SABA EL,206901101,Elementary
SAN SABA ISD,SAN SABA H S,206901001,Secondary
SAN SABA ISD,SAN SABA INT,206901102,Middle
SAN SABA ISD,SAN SABA J H,206901041,Elementary
SAN VICENTE ISD,SAN VICENTE EL,22903101,Elementary
SANDS ISD,SANDS EL,58909101,Elementary
SANDS ISD,SANDS H S,58909001,Both Elem/Sec
SANFORD ISD,C H A M P S,117903002,Secondary
SANFORD ISD,SANFORD-FRITCH EL,117903101,Elementary
SANFORD ISD,SANFORD-FRITCH H S,117903001,Secondary
SANFORD ISD,SANFORD-FRITCH J H,117903041,Middle
SANGER ISD,CHISHOLM TRAIL EL,61908102,Elementary
SANGER ISD,SANGER H S,61908001,Secondary
SANGER ISD,SANGER INT,61908101,Elementary
SANGER ISD,SANGER MIDDLE,61908041,Middle
SANTA ANNA ISD,BANGS SPECIAL PROGRAM,42903170,Both Elem/Sec
SANTA ANNA ISD,C A P,42903002,Both Elem/Sec
SANTA ANNA ISD,EARLY SPECIAL PROGRAM,42903160,Elementary
SANTA ANNA ISD,SANTA ANNA EL,42903101,Elementary
SANTA ANNA ISD,SANTA ANNA H S,42903001,Secondary
SANTA FE ISD,ROY J WOLLAM EL,84909103,Elementary
SANTA FE ISD,SANTA FE EL,84909102,Elementary
SANTA FE ISD,SANTA FE H S,84909001,Secondary
SANTA FE ISD,SANTA FE INT,84909101,Middle
SANTA FE ISD,SANTA FE J H,84909041,Middle
SANTA GERTRUDIS ISD,ACADEMY H S,137904001,Secondary
SANTA GERTRUDIS ISD,SANTA GERTRUDIS EL,137904101,Elementary
SANTA MARIA ISD,SANTA MARIA H S,31913001,Secondary
SANTA MARIA ISD,SANTA MARIA MIDDLE,31913041,Middle
SANTA MARIA ISD,TONY GONZALEZ EL,31913101,Elementary
SANTA ROSA ISD,SANTA ROSA EL,31914101,Elementary
SANTA ROSA ISD,SANTA ROSA H S,31914001,Secondary
SANTA ROSA ISD,SANTA ROSA MIDDLE,31914041,Middle
SANTO ISD,SANTO EL,182904101,Elementary
SANTO ISD,SANTO H S,182904001,Secondary
SAVOY ISD,SAVOY EL,74911101,Elementary
SAVOY ISD,SAVOY H S,74911001,Both Elem/Sec
SCHERTZ-CIBOLO-U CITY ISD,DOBIE INT,94902105,Middle
SCHERTZ-CIBOLO-U CITY ISD,ENHANCED LEARNING CTR,94902002,Secondary
SCHERTZ-CIBOLO-U CITY ISD,NORTHVIEW ECH CTR,94902106,Elementary
SCHERTZ-CIBOLO-U CITY ISD,RAY D CORBETT J H,94902041,Middle
SCHERTZ-CIBOLO-U CITY ISD,ROSE GARDEN EL,94902102,Elementary
SCHERTZ-CIBOLO-U CITY ISD,SAMUEL CLEMENS H S,94902001,Secondary
SCHERTZ-CIBOLO-U CITY ISD,SCHERTZ EL,94902103,Elementary
SCHERTZ-CIBOLO-U CITY ISD,WIEDERSTEIN EL,94902101,Elementary
SCHLEICHER ISD,ELDORADO EL,207901101,Elementary
SCHLEICHER ISD,ELDORADO H S,207901001,Secondary
SCHLEICHER ISD,ELDORADO MIDDLE,207901041,Middle
SCHULENBURG ISD,SCHULENBURG EL,75903102,Elementary
SCHULENBURG ISD,SCHULENBURG H S,75903001,Secondary
SCHULENBURG ISD,SCHULENBURG J H,75903041,Middle
SCURRY-ROSSER ISD,SCURRY-ROSSER EL,129910101,Elementary
SCURRY-ROSSER ISD,SCURRY-ROSSER H S,129910001,Secondary
SCURRY-ROSSER ISD,SCURRY-ROSSER MIDDLE,129910041,Middle
SEAGRAVES ISD,SEAGRAVES EL,83901101,Elementary
SEAGRAVES ISD,SEAGRAVES H S,83901001,Secondary
SEAGRAVES ISD,SEAGRAVES J H,83901041,Middle
SEALY ISD,SEALY H S,8902001,Secondary
SEALY ISD,SEALY J H,8902041,Middle
SEALY ISD,SELMAN EL,8902102,Elementary
SEALY ISD,SELMAN INT,8902103,Elementary
SEGUIN ISD,BALL EL,94901104,Elementary
SEGUIN ISD,BRIESEMEISTER MIDDLE,94901042,Middle
SEGUIN ISD,BURGES KIND,94901107,Elementary
SEGUIN ISD,ERSKINE EL,94901102,Elementary
SEGUIN ISD,JEFFERSON AVE EL,94901103,Elementary
SEGUIN ISD,JUAN SEGUIN EL,94901101,Elementary
SEGUIN ISD,JUVENILE DETENT CTR,94901112,Secondary
SEGUIN ISD,KOENNECKE EL,94901109,Elementary
SEGUIN ISD,MCQUEENEY EL,94901106,Elementary
SEGUIN ISD,MERCER & BLUMBERG LRN CTR,94901002,Secondary
SEGUIN ISD,PATLAN EL,94901108,Elementary
SEGUIN ISD,SAEGERT MIDDLE,94901041,Middle
SEGUIN ISD,SEGUIN H S,94901001,Secondary
SEGUIN ISD,SMITH DISCIPLINARY ALTER,94901111,Secondary
SEGUIN ISD,VOGEL EL,94901110,Elementary
SEGUIN ISD,WEINERT EL,94901105,Elementary
SEMINOLE ISD,SEMINOLE EL,83903101,Elementary
SEMINOLE ISD,SEMINOLE H S,83903001,Secondary
SEMINOLE ISD,SEMINOLE J H,83903041,Middle
SEMINOLE ISD,SEMINOLE PRI,83903102,Elementary
SEMINOLE ISD,YOUNG EL,83903103,Elementary
SEYMOUR ISD,SEYMOUR EL,12901101,Elementary
SEYMOUR ISD,SEYMOUR H S,12901001,Secondary
SHALLOWATER ISD,SHALLOWATER EL,152909101,Elementary
SHALLOWATER ISD,SHALLOWATER H S,152909001,Secondary
SHALLOWATER ISD,SHALLOWATER INT,152909102,Elementary
SHALLOWATER ISD,SHALLOWATER J H,152909041,Middle
SHAMROCK ISD,SHAMROCK SCHOOL,242902001,Both Elem/Sec
SHARYLAND ISD,SHARON LAKE HOME,108911201,Middle
SHARYLAND ISD,SHARYLAND B L GRAY J H,108911041,Middle
SHARYLAND ISD,SHARYLAND CENTRAL PRI,108911103,Elementary
SHARYLAND ISD,SHARYLAND H S,108911001,Secondary
SHARYLAND ISD,SHARYLAND INT,108911102,Middle
SHARYLAND ISD,SHARYLAND PRI,108911101,Elementary
SHARYLAND ISD,TAYLOR RANCH,108911200,Middle
SHELBYVILLE ISD,SHELBYVILLE SCHOOL,210903002,Both Elem/Sec
SHELDON ISD,C E KING H S,101924001,Secondary
SHELDON ISD,C E KING MIDDLE,101924041,Middle
SHELDON ISD,L E MONAHAN EL,101924104,Elementary
SHELDON ISD,ROYALWOOD EL,101924102,Elementary
SHELDON ISD,SHELDON EL,101924101,Elementary
SHELDON ISD,SHELDON INT,101924106,Middle
SHEPHERD ISD,SHEPHERD EL,204904101,Elementary
SHEPHERD ISD,SHEPHERD H S,204904001,Secondary
SHEPHERD ISD,SHEPHERD J H,204904041,Middle
SHERMAN ISD,ALTER LEARNING CTR,91906037,Secondary
SHERMAN ISD,CRUTCHFIELD EL,91906104,Elementary
SHERMAN ISD,DILLINGHAM INT,91906102,Middle
SHERMAN ISD,DOUGLASS SP ED,91906101,Both Elem/Sec
SHERMAN ISD,FAIRVIEW EL,91906105,Elementary
SHERMAN ISD,JEFFERSON EL,91906106,Elementary
SHERMAN ISD,PERRIN EL,91906107,Elementary
SHERMAN ISD,PINER MIDDLE,91906042,Middle
SHERMAN ISD,SHERMAN H S,91906002,Secondary
SHERMAN ISD,TRI CO JUVENILE DETENT,91906035,Secondary
SHERMAN ISD,WAKEFIELD EL,91906108,Elementary
SHERMAN ISD,WASHINGTON EL,91906109,Elementary
SHINER ISD,SHINER EL,143903101,Elementary
SHINER ISD,SHINER H S,143903001,Secondary
SIDNEY ISD,SIDNEY SCHOOL,47905001,Both Elem/Sec
SIERRA BLANCA ISD,SIERRA BLANCA SCHOOL,115902001,Both Elem/Sec
SILSBEE ISD,JOHN H KIRBY EL,100904101,Elementary
SILSBEE ISD,LAURA REEVES EL,100904104,Middle
SILSBEE ISD,PROJECT REACH,100904200,Both Elem/Sec
SILSBEE ISD,READ-TURRENTINE EL,100904102,Elementary
SILSBEE ISD,ROBINSON KIND,100904103,Elementary
SILSBEE ISD,SILSBEE H S,100904001,Secondary
SILSBEE ISD,SILSBEE MIDDLE,100904041,Middle
SILVERTON ISD,SILVERTON SCHOOL,23902001,Both Elem/Sec
SIMMS ISD,JAMES BOWIE EL,19909101,Elementary
SIMMS ISD,JAMES BOWIE H S,19909001,Secondary
SINTON ISD,JUVENILE DETENT CTR,205906002,Secondary
SINTON ISD,LAMAR EL,205906102,Elementary
SINTON ISD,ODEM EL,205906101,Middle
SINTON ISD,SINTON H S,205906001,Secondary
SINTON ISD,SMITH J H,205906041,Middle
SINTON ISD,WELDER EL,205906103,Elementary
SIVELLS BEND ISD,SIVELLS BEND EL,49909101,Elementary
SKIDMORE-TYNAN ISD,SKIDMORE-TYNAN EL,13905101,Elementary
SKIDMORE-TYNAN ISD,SKIDMORE-TYNAN H S,13905001,Secondary
SKIDMORE-TYNAN ISD,SKIDMORE-TYNAN J H,13905041,Middle
SLATON ISD,AUSTIN EL,152903101,Elementary
SLATON ISD,INSTRUCTIONAL CTR,152903002,Secondary
SLATON ISD,SLATON H S,152903001,Secondary
SLATON ISD,SLATON J H,152903042,Middle
SLATON ISD,WEST WARD EL,152903103,Elementary
SLIDELL ISD,SLIDELL SCHOOL,249908001,Both Elem/Sec
SLOCUM ISD,SLOCUM EL,1909101,Elementary
SLOCUM ISD,SLOCUM H S,1909001,Secondary
SMITHVILLE ISD,ALTER SCH,11904039,Both Elem/Sec
SMITHVILLE ISD,BROWN EL,11904102,Elementary
SMITHVILLE ISD,PATHWAYS,11904038,Middle
SMITHVILLE ISD,SMITHVILLE EL,11904101,Elementary
SMITHVILLE ISD,SMITHVILLE H S,11904002,Secondary
SMITHVILLE ISD,SMITHVILLE J H,11904041,Middle
SMYER ISD,SMYER EL,110906101,Elementary
SMYER ISD,SMYER H S,110906001,Secondary
SNOOK ISD,SNOOK SCHOOL,26903002,Both Elem/Sec
SNYDER ISD,CENTRAL EL,208902101,Elementary
SNYDER ISD,EAST EL,208902102,Elementary
SNYDER ISD,HOBBS ALTER ED CO-OP,208902002,Secondary
SNYDER ISD,NORTHEAST EL,208902105,Elementary
SNYDER ISD,SNYDER H S,208902001,Secondary
SNYDER ISD,SNYDER J H,208902041,Middle
SNYDER ISD,STANFIELD EL,208902106,Elementary
SNYDER ISD,WEST EL,208902107,Elementary
SOCORRO ISD,BENITO MARTINEZ EL,71909112,Elementary
SOCORRO ISD,CAMPESTRE EL,71909104,Elementary
SOCORRO ISD,CAPT WALTER E CLARKE MIDDLE,71909044,Middle
SOCORRO ISD,ESCONTRIAS EL,71909111,Elementary
SOCORRO ISD,H D HILLEY EL,71909102,Elementary
SOCORRO ISD,HELEN BALL EL,71909114,Elementary
SOCORRO ISD,HORIZON HEIGHTS EL,71909105,Elementary
SOCORRO ISD,HUECO EL,71909107,Elementary
SOCORRO ISD,KEYS ACAD,71909003,Both Elem/Sec
SOCORRO ISD,MONTWOOD H S,71909002,Secondary
SOCORRO ISD,MYRTLE COOPER EL,71909109,Elementary
SOCORRO ISD,O'SHEA KELEHER EL,71909103,Elementary
SOCORRO ISD,ROBERT ROJAS EL,71909101,Elementary
SOCORRO ISD,SALVADOR SANCHEZ MIDDLE,71909042,Middle
SOCORRO ISD,SIERRA VISTA EL,71909113,Elementary
SOCORRO ISD,SOCORRO H S,71909001,Secondary
SOCORRO ISD,SOCORRO MIDDLE,71909041,Middle
SOCORRO ISD,VISTA DEL SOL EL,71909106,Elementary
SOCORRO ISD,WILLIAM SLIDER MIDDLE,71909043,Middle
SOMERSET ISD,SOMERSET EL,15909101,Elementary
SOMERSET ISD,SOMERSET H S,15909001,Secondary
SOMERSET ISD,SOMERSET MIDDLE,15909041,Middle
SOMERVILLE ISD,SOMERVILLE EL,26902101,Elementary
SOMERVILLE ISD,SOMERVILLE H S,26902001,Secondary
SOMERVILLE ISD,SOMERVILLE J H,26902041,Middle
SONORA ISD,SONORA EL,218901101,Elementary
SONORA ISD,SONORA H S,218901001,Secondary
SONORA ISD,SONORA J H,218901041,Middle
SOUTH SAN ANTONIO ISD,ABRAHAM KAZEN MIDDLE,15908043,Middle
SOUTH SAN ANTONIO ISD,ALAN B SHEPARD MIDDLE,15908042,Middle
SOUTH SAN ANTONIO ISD,ALTER SCH,15908039,Both Elem/Sec
SOUTH SAN ANTONIO ISD,ANTONIO OLIVARES EL,15908111,Elementary
SOUTH SAN ANTONIO ISD,ATHENS EL,15908101,Elementary
SOUTH SAN ANTONIO ISD,COMPETENCY BASED H S,15908038,Secondary
SOUTH SAN ANTONIO ISD,DWIGHT MIDDLE/SP ED,15908041,Middle
SOUTH SAN ANTONIO ISD,FIVE PALMS EL/SP ED,15908109,Elementary
SOUTH SAN ANTONIO ISD,HUTCHINS EL,15908104,Elementary
SOUTH SAN ANTONIO ISD,KINDRED EL,15908105,Elementary
SOUTH SAN ANTONIO ISD,MIGUEL CARRILLO JR EL,15908112,Elementary
SOUTH SAN ANTONIO ISD,NEIL ARMSTRONG EL,15908110,Elementary
SOUTH SAN ANTONIO ISD,PALO ALTO EL,15908106,Elementary
SOUTH SAN ANTONIO ISD,PRICE EL,15908107,Elementary
SOUTH SAN ANTONIO ISD,ROYALGATE EL,15908108,Elementary
SOUTH SAN ANTONIO ISD,SO SAN ANTONIO H S WEST,15908002,Secondary
SOUTH SAN ANTONIO ISD,SOUTH SAN ANTONIO H S,15908001,Secondary
SOUTH TEXAS ISD,SATELLITE SCH,31916006,Both Elem/Sec
SOUTH TEXAS ISD,SO TEXAS H S-HLTH PROF,31916004,Secondary
SOUTH TEXAS ISD,SO TEXAS H S-SAN BENITO,31916003,Secondary
SOUTH TEXAS ISD,THE SCIENCE ACAD,31916005,Secondary
SOUTH TEXAS ISD,THE TEACHER ACADEMY,31916001,Secondary
SOUTHLAND ISD,SOUTHLAND EL,85903101,Elementary
SOUTHLAND ISD,SOUTHLAND H S,85903001,Both Elem/Sec
SOUTHSIDE ISD,LOSOYA INT,15917103,Elementary
SOUTHSIDE ISD,SOUTHSIDE H S,15917001,Secondary
SOUTHSIDE ISD,SOUTHSIDE MIDDLE,15917041,Middle
SOUTHSIDE ISD,W M PEARCE PRI,15917102,Elementary
SOUTHWEST ISD,BIG COUNTRY EL,15912107,Elementary
SOUTHWEST ISD,BOB HOPE EL,15912104,Elementary
SOUTHWEST ISD,HIDDEN COVE EL,15912106,Elementary
SOUTHWEST ISD,INDIAN CREEK EL,15912103,Elementary
SOUTHWEST ISD,MULTI-DISTRICT SCH,15912002,Secondary
SOUTHWEST ISD,RONALD E MCNAIR MIDDLE,15912041,Middle
SOUTHWEST ISD,SHARON CHRISTA MCAULIFFE MIDDLE,15912042,Middle
SOUTHWEST ISD,SKY HARBOUR EL,15912105,Elementary
SOUTHWEST ISD,SOUTHWEST EL,15912101,Elementary
SOUTHWEST ISD,SOUTHWEST ENRICHMENT CTR,15912043,Middle
SOUTHWEST ISD,SOUTHWEST H S,15912001,Secondary
SOUTHWEST ISD,SUN VALLEY EL,15912102,Elementary
SPADE ISD,SPADE SCHOOL,140906001,Both Elem/Sec
SPEARMAN ISD,GUS BIRDWELL EL,98904101,Elementary
SPEARMAN ISD,SPEARMAN H S,98904001,Secondary
SPEARMAN ISD,SPEARMAN J H,98904041,Middle
SPLENDORA ISD,SPLENDORA EL,170907101,Elementary
SPLENDORA ISD,SPLENDORA H S,170907001,Secondary
SPLENDORA ISD,SPLENDORA INT,170907102,Elementary
SPLENDORA ISD,SPLENDORA MIDDLE,170907041,Middle
SPRING BRANCH ISD,BENDWOOD SCHOOL,101920101,Elementary
SPRING BRANCH ISD,BUNKER HILL EL,101920102,Elementary
SPRING BRANCH ISD,CEDAR BROOK EL,101920124,Elementary
SPRING BRANCH ISD,EDGEWOOD EL,101920103,Elementary
SPRING BRANCH ISD,FROSTWOOD EL,101920104,Elementary
SPRING BRANCH ISD,HOLLIBROOK EL,101920105,Elementary
SPRING BRANCH ISD,HOUSMAN EL,101920106,Elementary
SPRING BRANCH ISD,HUNTERS CREEK EL,101920107,Elementary
SPRING BRANCH ISD,LANDRUM MIDDLE,101920041,Middle
SPRING BRANCH ISD,MEADOW WOOD EL,101920108,Elementary
SPRING BRANCH ISD,MEMORIAL DRIVE EL,101920109,Elementary
SPRING BRANCH ISD,MEMORIAL H S,101920001,Secondary
SPRING BRANCH ISD,MEMORIAL MIDDLE,101920042,Middle
SPRING BRANCH ISD,NORTHBROOK H S,101920005,Secondary
SPRING BRANCH ISD,NORTHBROOK MIDDLE,101920047,Middle
SPRING BRANCH ISD,NOTTINGHAM EL,101920121,Elementary
SPRING BRANCH ISD,PINE SHADOWS EL,101920110,Elementary
SPRING BRANCH ISD,RIDGECREST EL,101920111,Elementary
SPRING BRANCH ISD,RUMMEL CREEK EL,101920112,Elementary
SPRING BRANCH ISD,SHADOW OAKS EL,101920113,Elementary
SPRING BRANCH ISD,SHERWOOD EL,101920119,Elementary
SPRING BRANCH ISD,SPRING BRANCH ED CTR,101920038,Both Elem/Sec
SPRING BRANCH ISD,SPRING BRANCH EL,101920114,Elementary
SPRING BRANCH ISD,SPRING BRANCH MIDDLE,101920043,Middle
SPRING BRANCH ISD,SPRING FOREST MIDDLE,101920045,Middle
SPRING BRANCH ISD,SPRING OAKS MIDDLE,101920046,Middle
SPRING BRANCH ISD,SPRING SHADOW EL,101920120,Elementary
SPRING BRANCH ISD,SPRING WOODS H S,101920003,Secondary
SPRING BRANCH ISD,SPRING WOODS MIDDLE,101920044,Middle
SPRING BRANCH ISD,STRATFORD H S,101920006,Secondary
SPRING BRANCH ISD,TERRACE EL,101920122,Elementary
SPRING BRANCH ISD,THORNWOOD EL,101920123,Elementary
SPRING BRANCH ISD,VALLEY OAKS EL,101920115,Elementary
SPRING BRANCH ISD,WESTWOOD EL,101920116,Elementary
SPRING BRANCH ISD,WILCHESTER EL,101920118,Elementary
SPRING BRANCH ISD,WOODVIEW EL,101920117,Elementary
SPRING CREEK ISD,SPRING CREEK EL,117907101,Elementary
SPRING HILL ISD,SPRING HILL EL,92907101,Elementary
SPRING HILL ISD,SPRING HILL H S,92907001,Secondary
SPRING HILL ISD,SPRING HILL J H,92907042,Middle
SPRING HILL ISD,SPRING HILL MIDDLE,92907102,Elementary
SPRING ISD,ANDERSON EL,101919109,Elementary
SPRING ISD,BAMMEL EL,101919102,Elementary
SPRING ISD,BAMMEL MIDDLE,101919042,Middle
SPRING ISD,BENEKE EL,101919112,Elementary
SPRING ISD,BENJAMIN F CLARK EL,101919113,Elementary
SPRING ISD,DUEITT MIDDLE,101919044,Middle
SPRING ISD,EDWIN M WELLS MIDDLE,101919043,Middle
SPRING ISD,JOAN LINK EL,101919110,Elementary
SPRING ISD,JOHN WINSHIP EL,101919104,Elementary
SPRING ISD,L'AMOR VILLAGE,101919011,Both Elem/Sec
SPRING ISD,MEYER EL,101919106,Elementary
SPRING ISD,MILDRED JENKINS EL,101919107,Elementary
SPRING ISD,OAK CREEK EL,101919105,Elementary
SPRING ISD,PEARL M HIRSCH EL,101919108,Elementary
SPRING ISD,PONDEROSA EL,101919103,Elementary
SPRING ISD,SALYERS EL,101919101,Elementary
SPRING ISD,SMITH EL,101919111,Elementary
SPRING ISD,SP ED CONTRACT,101919010,Both Elem/Sec
SPRING ISD,SPRING H S,101919001,Secondary
SPRING ISD,TWIN CREEKS MIDDLE,101919045,Middle
SPRING ISD,WESTFIELD H S,101919002,Secondary
SPRING ISD,WUNSCHE SCH,101919041,Both Elem/Sec
SPRINGLAKE-EARTH ISD,SPRINGLAKE EL,140907101,Elementary
SPRINGLAKE-EARTH ISD,SPRINGLAKE H S,140907001,Secondary
SPRINGLAKE-EARTH ISD,SPRINGLAKE J H,140907041,Middle
SPRINGTOWN ISD,A C E ALTER,184902003,Secondary
SPRINGTOWN ISD,SPRINGTOWN H S,184902001,Secondary
SPRINGTOWN ISD,SPRINGTOWN HINKLE EL,184902106,Elementary
SPRINGTOWN ISD,SPRINGTOWN LIPSTREU EL,184902105,Elementary
SPRINGTOWN ISD,SPRINGTOWN MIDDLE,184902041,Middle
SPRINGTOWN ISD,SPRINGTOWN WATSON EL,184902104,Elementary
SPRINGTOWN ISD,YALE,184902002,Secondary
SPUR ISD,SPUR EL,63903103,Elementary
SPUR ISD,SPUR JH-HS,63903001,Secondary
SPURGER ISD,SPURGER EL,229905101,Elementary
SPURGER ISD,SPURGER H S,229905001,Secondary
SPURGER ISD,SPURGER MIDDLE,229905041,Middle
STAFFORD MSD,STAFFORD H S,79910001,Secondary
STAFFORD MSD,STAFFORD INT,79910102,Elementary
STAFFORD MSD,STAFFORD MIDDLE,79910041,Middle
STAFFORD MSD,STAFFORD PRI,79910101,Elementary
STAMFORD ISD,HOBBS ALTER ED CO-OP,127906002,Secondary
STAMFORD ISD,OLIVER EL,127906101,Elementary
STAMFORD ISD,REYNOLDS EL,127906102,Elementary
STAMFORD ISD,STAMFORD JR-SR H S,127906001,Secondary
STANTON ISD,STANTON EL,156902101,Elementary
STANTON ISD,STANTON H S,156902001,Secondary
STANTON ISD,STANTON MIDDLE,156902041,Middle
STAR ISD,STAR SCHOOL,167903001,Both Elem/Sec
STEPHENVILLE ISD,CENTRAL EL,72903101,Elementary
STEPHENVILLE ISD,CHAMBERLIN EL,72903102,Elementary
STEPHENVILLE ISD,STEPHENVILLE H S,72903001,Secondary
STEPHENVILLE ISD,STEPHENVILLE INT,72903103,Elementary
STEPHENVILLE ISD,STEPHENVILLE J H,72903041,Middle
STEPHENVILLE ISD,SUMMER SKY ALTER,72903002,Secondary
STERLING CITY ISD,C B P,216901195,Secondary
STERLING CITY ISD,STERLING CITY SCHOOL,216901001,Both Elem/Sec
STERLING CITY ISD,WATER VALLEY VOC TRAIN,216901201,Secondary
STOCKDALE ISD,STOCKDALE EL,247906101,Elementary
STOCKDALE ISD,STOCKDALE H S,247906001,Secondary
STOCKDALE ISD,STOCKDALE J H,247906041,Middle
STRATFORD ISD,MARY ALLEN EL,211902102,Elementary
STRATFORD ISD,STRATFORD H S,211902001,Secondary
STRATFORD ISD,STRATFORD J H,211902041,Middle
STRAWN ISD,STRAWN SCHOOL,182905001,Both Elem/Sec
SUDAN ISD,SUDAN EL,140908101,Elementary
SUDAN ISD,SUDAN H S,140908001,Secondary
SULPHUR BLUFF ISD,SULPHUR BLUFF SCHOOL,112910001,Both Elem/Sec
SULPHUR SPRINGS ISD,AUSTIN EL,112901101,Elementary
SULPHUR SPRINGS ISD,BOWIE EL,112901106,Elementary
SULPHUR SPRINGS ISD,DOUGLAS INT,112901107,Both Elem/Sec
SULPHUR SPRINGS ISD,HOUSTON EL,112901103,Elementary
SULPHUR SPRINGS ISD,LAMAR EL,112901104,Elementary
SULPHUR SPRINGS ISD,SULPHUR SPRINGS H S,112901002,Secondary
SULPHUR SPRINGS ISD,SULPHUR SPRINGS MIDDLE,112901041,Middle
SULPHUR SPRINGS ISD,TRAVIS EL,112901105,Elementary
SUNDOWN ISD,SUNDOWN EL,110907101,Elementary
SUNDOWN ISD,SUNDOWN H S,110907001,Secondary
SUNDOWN ISD,SUNDOWN J H,110907041,Middle
SUNNYVALE ISD,SUNNYVALE EL,57919101,Elementary
SUNRAY ISD,SUNRAY EL,171902101,Both Elem/Sec
SUNRAY ISD,SUNRAY H S,171902001,Secondary
SWEENY ISD,SWEENY EL,20906104,Elementary
SWEENY ISD,SWEENY H S,20906002,Secondary
SWEENY ISD,SWEENY J H,20906041,Middle
SWEET HOME ISD,SWEET HOME EL,143905101,Elementary
SWEETWATER ISD,COWEN EL,177902101,Elementary
SWEETWATER ISD,EAST RIDGE EL,177902102,Elementary
SWEETWATER ISD,HOBBS ALTER ED CO-OP,177902003,Secondary
SWEETWATER ISD,RECOR JUVENILE DETENTION,177902106,Both Elem/Sec
SWEETWATER ISD,SOUTHEAST EL,177902105,Elementary
SWEETWATER ISD,SWEETWATER H S,177902001,Secondary
SWEETWATER ISD,SWEETWATER INT,177902104,Elementary
SWEETWATER ISD,SWEETWATER MIDDLE,177902041,Middle
TAFT ISD,ALTER ED CAMPUS SHORELINE,205907002,Both Elem/Sec
TAFT ISD,EAST EL,205907101,Elementary
TAFT ISD,TAFT H S,205907001,Secondary
TAFT ISD,TAFT J H,205907041,Middle
TAFT ISD,WOODROE PETTY EL,205907103,Elementary
TAHOKA ISD,TAHOKA EL,153904101,Elementary
